smiles,group
s1cc(nc1-c1ccccc1)/C(=N/N)/c1cc(OC)c(OC)c(OC)c1,training
S(CC(=O)NCCC)c1ncc(S(=O)(=O)N2CCCC2)cc1,training
OCC1(N2CCC(n3c4c(nc3N3CC5C(C3)CNC5)cccc4)CC2)CCCCCCC1,training
s1nnc(c1)-c1ccc(cc1)C(N1CCCN(CC1)C1CCC1)c1nnnn1Cc1ccccc1,training
O=C1N2C(=Nc3c1cc1c(c3)cccc1)C(=CC=C2)C(=O)NC(CN(C)C)C,training
CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,training
[nH]1c2ncnc(N3CCCCC3)c2cc1,training
Clc1cc(Nc2ncnc(N)c2-c2occ(n2)CNC(=O)C=C)ccc1Oc1ccccc1F,training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(O)(O)=O,training
O(C)c1ccc(cc1)[C@@H]1CN(C[C@H]1C=1NC(=O)c2cc(ccc2N=1)-c1cn[nH]c1)C,training
CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,training
Clc1ccccc1-n1c(nnc1\C=C\c1oc(nn1)-c1cc(OC)ncc1)-c1ncc(S(=O)(=O)C)cc1,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N([C@@H]2[C@@H]([C@@H]3CC[C@H]2C3)C=1O)CC1CCCC1)C,training
O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/C(=O)N(C)C1CCCCC1)/C,training
Fc1ccc(cc1)C(N1C[C@H](N([C@H](C1)C)C1CCC1)C)c1nnnn1Cc1ccccc1,training
O1c2c(N(C[C@H]1C)CCCOC)cc(cc2)-c1c(nc(nc1N)N)CC,training
s1cc(nc1N)/C(=N/OCC=1N(O)C=C(O)C(=O)C=1)/C(=O)N[C@H]1C(N(OS(O)(=O)=O)C1=O)(C)C,training
O=C1CC(Cc2n-3c(CCCN4CCC[C@H](Nc5cc-3ccc5C(=O)N)C4)c(c12)C)(C)C,training
CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,training
O=C1CC(Cc2n-3c(CCCN4[C@H](C[C@@H](O)C4)CNc4cc-3ccc4C(=O)N)c(c12)C)(C)C,training
O(C)c1ccc(cc1-c1cc(OC)ccc1OC)C1=Nc2c(n(nc2C(C)(C)C)CCCO)C(=O)NC1,training
CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,training
s1c2N(C(C)C)C(=O)N(C)C(=O)c2c(C(=O)N(C)C)c1Cc1ccccc1C(F)(F)F,training
P1(OCCCN1[C@@H](C(C)C)C(OC)=O)(=O)COCCn1c2ncnc(N)c2nc1,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(O)N(C[C@@H](C\C=C\C(C)C)C=1O)C1CCCC1)C,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(SC2CCC2)c1Cc1ccccc1C(F)(F)F,training
Fc1cc(ccc1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(F)cc(F)c1,training
COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,training
S1(=O)(=O)N=C(c2c1c(OCc1ncon1)ccc2)C=1C(=O)N(CCC(C)(C)C)[C@@H](C(C)(C)C)C=1O,training
O(CCCN1CCCCC1)c1ccc(cc1)-c1cc2n(c1)C=CC=C2,training
s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1ccc(S(=O)(=O)C)cc1,training
S(=O)(=O)(C(C)C)c1cc(Oc2cc(ccc2)-c2c3c(ncc2)c(ccc3)C(F)(F)F)ccc1,training
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O,training
n1cc(ccc1-c1ccc(cc1)C(C)(C)C)C#N,training
CCCCCCOC1=CC=C(O)C=C1,training
O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/C(=O)NC1CCCCC1)/C,training
Clc1ccc(cc1)C1N(CCc2ccc(OC)cc2)C(=O)N(NS(=O)(=O)C)C1,training
Clc1c2c(NC(C)(C)[C@H](O)[C@H]2C)c(F)cc1-c1c2[nH]ccc2ccc1,training
s1c(ccc1-n1c2c(nc1C)c(ccc2)C#N)C(=O)NC1CC1,training
S(=O)(=O)(NN1C[C@@H](N(CCc2ccc(OC)cc2)C1=O)c1ccc(OC)cc1)Cc1ccccc1,training
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,training
O=C1N2C(=Nc3c1cc1c(c3)cccc1)C(=CC=C2)C(=O)NCCN(CC)CC,training
O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/C(=O)NC)/C,training
Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1CNC(=O)C1CCC1,training
CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,training
O1C[C@@H](OC)[C@@H](N[C@H]2C[C@@](CC2)(C(C)C)C(=O)N2[C@H]3C[C@H](N(C3)C(=O)c3ccccc3)C2)CC1,training
Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,training
Clc1cc(ccc1Cl)[C@]12[C@H](CCC1)CNC2,training
FC(F)(F)c1nn(c(c1)-c1ccc(cc1)C)-c1ccc(cc1)CC(O)=O,training
[H]C12CCN(CC1)CC2NC(=O)C1=CC=C2OCCOC2=C1,training
Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1COCC1CC1,training
O=C(NC12CC3CC(C1)CC(C2)C3)CN1CCN(CC1)CCNC(=O)NC(C)(C)C,training
S(=O)(=O)(c1cc(S(=O)(=O)NC2CCN(CC2)C(=O)c2cccnc2)c(cc1)C(F)(F)F)c1ccccc1,training
n1nnn(Cc2ccccc2)c1C(N1CCCN(CC1)C1CCC1)c1ccc(cc1)Cn1ncnc1,training
Fc1c2c([nH]cc2C(=O)C(=O)N2CCN(CC2)C(=O)c2ccccc2)c(cc1)-c1[nH]c(nn1)C,training
[nH]1c2ncnc(N(C)C3CCCCC3)c2cc1,training
Fc1cc(ccc1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(F)c(F)cc1,training
Fc1ccccc1-c1onc(n1)COc1cc(ccc1)CN(CC)C1CCN(C1)C1CC(C)C(C1)C,training
Clc1cc(N\C(=N\c2nccn2CC(C)(C)C)\NC(C)C)ccc1Cl,training
O=C(N1CCN(C[C@H]1C)c1cc2c(n(nc2C)C)cc1)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N,training
O(c1c2c(nc(CC)c1-c1ccccc1)cc(O)cc2)c1ccc(cc1)\C=C\C(O)=O,training
O=C1N(CC(=O)NCCONC(N)=N)C(=CN=C1NCCc1cc2CCCc2cc1)C,training
O(C)c1ccccc1-c1n2N=C(N=Cc2cc1)Nc1cc(N2CCN(CC2)C[C@@H](O)C)ccc1,training
O=C(Nc1nc(ccc1)C)c1nn(C)c(-c2ccncc2)c1C,training
S(=O)(=O)(Nc1cc(C)c(cc1)C)c1cc2CCC(=O)Nc2cc1NC,training
s1c(-c2ccc(F)cc2)c(nc1C)C(=O)N1CCCCC1CNC(=O)c1c2c(occ2)ccc1,training
Clc1cc(OC2CCN(CC2)C[C@H](O)CNC(=O)C=2c3c(cccc3)C(=O)NC=2)ccc1C#N,training
Fc1cc(N2[C@H]3C[C@H](N(C3)C)C2)ccc1C=1n2nc(c(c2N=CC=1)-c1c2c([nH]nc2)ccc1)-c1ccncc1,training
O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/C(=O)N(C)c1ncccc1)/C,training
Clc1ccc(N2N=CC(=O)NC2=O)cc1C(=O)NCC12CC3CC(C1)CC(C2)C3,training
Ic1cc(F)c(Nc2c(ccc(F)c2F)-c2oc(nn2)N)cc1,training
Fc1cc(cc(F)c1)C1(Oc2c(N(CCNC(=O)CO)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC)C,training
ClC1=CC=C(CN2CCSC2=NC#N)C=N1,training
Fc1ccc(cc1)C(N1CCN(CC1)CC1OCCC1)c1nnnn1Cc1ccccc1,training
COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,training
Clc1cc(ccc1-c1sc2c(nc(nc2NCCCN(C)C)NC)c1)C(F)(F)F,training
Fc1ccc(nc1C)NC(=O)c1nc(n(c1C)-c1ccc(F)cc1)C,training
s1c(NC(=O)Nc2cc3c([nH]nc3)cc2)c(cc1C(C)(C)C)C(=O)NCCOC,training
Fc1ccc(cc1)C(N1C[C@H]2N([C@H](CC2)C1)C1CCC1)c1nnnn1Cc1ccccc1,training
O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)Cc1ccccc1,training
Fc1cc(CNC(=O)[C@H]2NCCC2)c(OC)cc1OC1CCC(CC1)(C)C,training
Clc1ccc(OCCCCCC\N=C(\Nc2ccncc2)/NC#N)cc1,training
Fc1cc(cc(F)c1)C1(Oc2c(N(CCNC(OC)=O)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC)C,training
o1cc(cc1)-c1n(c2c(ccc(c2)C(O)=O)c1C1CCCCC1)CC(=O)N1CCN(CC1)C,training
O1CCN(CC1)CCOc1c2c(cccc2)c(NC(=O)Nc2n(nc(c2)C(C)(C)C)-c2ccc(cc2)C)cc1,training
OCCc1nc2c(n1C1CCCCC1)c1cc[nH]c1nc2,training
O=C1N(CC(=O)NCCONC(N)=N)C(=CN=C1NCC(c1ccccc1)c1ccccc1)C,training
S(=O)(=O)(Nc1nc(nc(OCCO)c1Oc1ccccc1OC)-c1ncccn1)c1ccc(cc1)C(C)(C)C,training
O1CCOc2c1cc(cc2)C(=O)Nc1cc(NCc2c3ncnc(NC)c3ccc2)c(cc1)C,training
O1CC(Cc2c1cccc2)c1[nH]c2cc(ccc2n1)-c1cn[nH]c1C,training
OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2nccnc2)(C)C)cc1,training
CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,training
Fc1cc(F)ccc1CN1c2c(cc(Oc3ncccc3C(F)(F)F)cc2)C(=O)N=C1,training
O1CC(Cc2c1c(ccc2)C(=O)NC1CC1)c1[nH]c2cc(ccc2n1)-c1nc(ncc1)N,training
COC(=O)C1C(C2=C(C=CC=C2)[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C,training
FC1COCCC1N[C@H]1C[C@@](CC1)(C(C)C)C(=O)N1[C@H]2C[C@H](N(C2)C(OCC(C)C)=O)C1,training
O(CC)c1ccccc1C[C@@H](N1CCNCC1)c1ccccc1,training
OC1=CC(O)=CC=C1,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(C(=O)N2CCC2)c1Cn1c2c(nc1NC)cccc2,training
O(C)c1ccc(cc1-c1cn(nc1)C)C1=Nc2c(n(nc2C(C)(C)C)CCCO)C(=O)NC1,training
S(=O)(=O)(C)c1ccc(S(=O)(=O)n2c3c(cc(F)cc3)c(CC(O)=O)c2C)cc1,training
O=C1N(c2c(N1CCN1CCCCC1)cccc2)C1CCN(CC1)C(=O)C1CCN(CC1)Cc1ccncc1,training
O=C(N[C@@H](C1CCCCC1)c1nnn(c1)C1(CC1)C#N)c1n(ncc1)C,training
O(c1ccc(NC(=O)N2CCN(CC2)c2ncnc3c2cc(OC)c(OCCOC)c3)cc1)c1ccccc1,training
Fc1cc(ccc1Nc1n(c2c(CCCC2=O)c1C(=O)NOCCO)C)C#C,training
Clc1ccc(S(=O)(=O)c2c3c(n(CC(O)=O)c2C)cccc3NS(=O)(=O)C)cc1,training
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,training
O(C)c1ccc(cc1C(=O)N1CCN(CC1)c1cc(OC)ccc1)C,training
O1c2c(CC1(CC)C=1NCCN=1)cccc2,training
OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,training
O(CCc1cc2c(nc1)N(c1ncccc1N(C)C2=O)CC)c1ccc(cc1)C(O)=O,training
Fc1ccc(cc1)-c1n(nc(C(=O)Nc2cc(ncc2)C)c1C)C,training
Clc1c(cccc1Cl)CN(Cc1ncccc1)[C@H]1CCNC1,training
n1ccc(cc1C#N)-c1ccc(cc1)C(C)(C)C,training
Clc1cc2nccc(N3CCN(CC3)Cc3cc(ccc3O)\C=C\C(=O)C)c2cc1,training
CCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC,training
Fc1cc(ccc1C(F)(F)F)CC(=O)Nc1c2c(ccc1C)C(=O)N(C=C2)[C@@H](CO)C,training
O(C)c1cc(ccc1)CNC(=O)c1c2c(n(c1)-c1ccccc1)cc(cc2)-c1cn[nH]c1,training
n1cn(nc1)C(c1ccc(cc1)C#N)c1ccc(cc1)C#N,training
s1cc(cc1)C(=O)N[C@@H](C1CCS(=O)(=O)CC1)c1nnn(c1)C1(CC1)C#N,training
OC(C1CCN(CC1)CCCC(O)c1ccc(cc1)C(C)(C)C)(c1ccccc1)c1ccccc1,training
CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2)=CC(CC)=C1N,training
CCCCCCCCN(C)C,training
Clc1cnc(N2CCN(CC2)Cc2cn(nc2)C)cc1C(=O)Nc1cc-2c(CCc3c-2n(nc3C(=O)N)-c2ccc(F)cc2)cc1,training
FC1COCCC1N[C@H]1C[C@@](CC1)(C(C)C)C(=O)N1[C@H]2C[C@H](N(C2)C(=O)CC(C)(C)C)C1,training
[H]C12CC3=C4C(OC5C(O)C=CC1C45CCN2C)=C(O)C=C3,training
S1c2c(NC1=O)c(O)ccc2[C@@H](O)CNCCCOCCOCCc1ccccc1,training
Clc1ccc(cc1)-c1onc(n1)COc1cc2c(cc1)cccc2N1CCN(CC1)C,training
S(=O)(=O)(CCCOc1cc(C)c(-c2cc(ccc2)COc2cc3OC[C@H](c3cc2)CC(O)=O)c(c1)C)C,training
Fc1ccc(cc1)C(CCNC(=O)c1cc(OCC(F)(F)F)ncc1)c1ccc(F)cc1,training
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)(C)C)C1=O)C=1CCCC=1)C,training
Clc1ccc(cc1)-c1c(C)c(nc(C)c1[C@H](OC(C)(C)C)C(O)=O)-c1cc(C)c(cc1)C,training
s1c2nc(OC)ccc2nc1NC(=O)C(CC1CCCC1)c1ccc(S(=O)(=O)N(CCO)C)cc1,training
OC1=C(Cl)C=C(Cl)C=C1Cl,training
Clc1ccc(OC2CN(C2)C(CCC(C(=O)N)(c2ccccc2)c2ccccc2)(C)C)cc1O,training
S(=O)(=O)(C)c1nn(c2c1CCN(C2=O)c1ccc(cc1)C1(CC1)Cn1ccnc1C)-c1ccc(OC)cc1,training
O(c1ccc(NC(=O)N2CCN(CC2)c2ncnc3c2cc(OC)c(OCCOC)c3)cc1)c1cc2c([nH]cc2)cc1,training
O(C)c1cc(ccc1)CN(C(=O)c1c2c([nH]c1)cc(cc2)-c1cn[nH]c1)C,training
O(c1cc(ccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)c1ccccc1,training
S(=O)(=O)(NC1CCC(N2CCC(CC2)c2ccccc2OCC(F)(F)F)CC1)c1cc(OC)c(OC)cc1,training
CC1=C(C)C(NC2=NC(SCC(O)=O)=NC(Cl)=C2)=CC=C1,training
FC(F)(F)Oc1ccccc1CNC(=O)N1CC(CC1)c1ccncc1,training
O=NN(C1=CC=CC=C1)C1=CC=CC=C1,training
OC(=O)c1[nH]c2c(n1)cc(cc2)C,training
s1cc(nc1-n1ncc(C#N)c1N)-c1ccccc1OC,training
O(CCC1CCC(CC1)CNC(=O)c1n[nH]cc1)c1ccccc1,training
Clc1c2nc(n(c2ccc1)-c1cc(Oc2cc(S(=O)(=O)C(F)(F)F)ccc2)ccc1)C,training
CN1C2=CC=C(Cl)C=C2N(C2=CC=CC=C2)C(=O)CC1=O,training
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O,training
COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,training
C1=CC2=CC=CC=C2C=C1,training
S(=O)(=O)(N[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC=2[C@H]1CC[C@]1(O[C@H]3[C@@H](NC[C@H](C3)C)[C@H]1C)CC=2C)C)C,training
O(CCn1ncnn1)c1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OC,training
FC(F)(F)CN[C@@H]1C[C@@H](n2c3c4cc[nH]c4ncc3nc2[C@H](O)C)CC1,training
S(Cc1cccc(F)c1F)c1nc(N[C@@H](CO)C)c2N=CC(=O)Nc2n1,training
s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(OC)cc2,training
Clc1cc(ccc1NC(=O)CSc1nnnn1-c1ccc(cc1Cl)C1CC1)C(O)=O,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(C(=O)N2OC[C@@H](O)C2)c1Cc1c(n[nH]c1C)C,training
O=C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@H](C[C@@H](NC(=O)NCC)CC1)CC3)C,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)CCC(C)C)C,training
o1nc(OCC)c2c1cc(OCCC1CCN(CC1)c1nnc(cc1)C)cc2,training
S(=O)(=O)(NC(=O)[C@@]1(NC(=O)[C@H]2N(C[C@@](OC)(C2)c2ccc(cc2)-c2cc(OC)ccc2)C(=O)[C@@H](NC(OC2CCCC2)=O)C(C)(C)C)C[C@H]1C=C)C1CC1,training
S(=O)(=O)(c1ccc(cc1)CNC(=O)C=1C=Nc2n(C=1)ccn2)c1ccc(nc1)N1CCOCC1,training
O(C)c1cc(ccc1OC)C(=O)NCc1cc(ccc1)C(=O)NCCC1CCCNC1,training
Oc1c2NC(=O)C=Cc2c(cc1)[C@@H](O)CNC1Cc2cc(CC)c(cc2C1)CC,training
o1c2cc(ccc2nc1C1Cc2c(OC1)cccc2)-c1cn[nH]c1C,training
S(Cc1cccc(F)c1F)c1nc(N[C@@H](CO)C)c2c([nH]nc2)n1,training
Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,training
Ic1cc(Cl)c2c(nccc2)c1O,training
O1CCN(CC1)C(=O)c1cc(OC)c(Nc2nc(NC)c(cn2)C#N)cc1,training
s1c(nnc1S(=O)(=O)CC(=O)C12CC3CC(C1)CC(C2)C3)C,training
CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,training
Brc1ccc(cc1)CNCCCNc1c2c(ncc1)cc(Cl)cc2,training
O=C(NO)\C=C\c1cc2nc(n(c2cc1)CCNCC)CCCCCC,training
s1cccc1[C@@H]1NC(=O)[C@@H](N(C1)C(=O)c1noc(c1)-c1ccc(F)cc1)CC(C)C,training
Ic1cc(Cl)c(Nc2c(F)c(F)ccc2C(=O)NOCC2CC2)cc1,training
CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,training
OC1=C(Br)C=C(C=C1Br)C#N,training
P(Oc1c2c(ccc1)cccc2)(OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C(F)(F)[C@@H]1O)(=O)N[C@H](C(OC1CCCCC1)=O)C,training
s1c2nc(OC)ccc2nc1NC(=O)C(CC1CCCC1)c1ccc(S(=O)(=O)N(CC)CC)cc1,training
S1c2c(nc(SCc3nc(sc3)C)nc2N[C@@H](CO)C)NC1=O,training
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,training
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,training
Clc1cc(-n2nc(cc2NC(=O)NCc2ccccc2SC=2C=Cc3n(C=2)c(nn3)-c2ccccc2SCCO)C(C)(C)C)ccc1O,training
FC(F)(F)c1oc(cc1)-c1n(nc(c1)CC)-c1cc2nc(n(c2cc1)CC=1C=C(C)C(=O)N(C=1)C)-c1cc(ccc1O)C(=O)N1CCCC1,training
Clc1ccc(cc1)C=1c2c(NC(=O)C=1C1=NN(C(=O)CCCF)C(C1)c1ccc(Cl)cc1)cccc2,training
Fc1nc([nH]c1-c1ccc(cc1)-c1ccc(cc1)-c1[nH]c(nc1F)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C,training
ClC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,training
O(C[C@@H]1CC[C@@H]2N(C1)CCN(C2)c1ncccn1)c1ccccc1,training
O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/CC[C@@H]([C@@H](O)C[C@@H]1O[C@@]2(NC(=O)[C@H](C[C@@H]2C)CC)[C@@H](C)[C@@H](O)[C@H]1C)C)/C,training
Clc1cc(ccc1Cl)C(n1ncnn1)CCN(C)C,training
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,training
Fc1ccccc1C(N1CCNCC1)Cc1ccccc1OC(F)(F)F,training
O=C(NO)\C=C\c1cc2c(CN(C2)Cc2ccccc2)cc1,training
[nH]1c2ncc3ncn(c3c2cc1)C1(CCN(CC1)Cc1cncnc1)C,training
O(C)c1cc(ccc1OC)C(=O)NCc1cc(ccc1)C(=O)Nc1cc2c(CCNC2)cc1,training
Clc1c2nc(n(c2ccc1)-c1cc(Oc2cc(S(=O)(=O)C)ccc2)ccc1)C(C)C,training
S(=O)(=O)(C)c1cc(Oc2cc(-n3c4c(nc3C)c(ccc4)C(F)(F)F)ccc2)cc(F)c1,training
CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,training
CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(C(=O)N2OC[C@@H](O)C2)c1Cn1c2c(nc1NC)cccc2,training
s1cc(nc1)-c1ccc(cc1)[C@]1(OC)C[C@H](N(C1)C(=O)[C@@H](NC(OC1CCCC1)=O)C(C)(C)C)C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1,training
FC(F)(F)c1ccc(cc1)-c1n(nc(c1)C(F)(F)F)-c1ccc(cc1)C(O)=O,training
O=C(N1C[C@H](N(C)c2ncnc3[nH]ccc23)[C@@H](CC1)C)CC#N,training
CC(C)C1=CC=CC(C(C)C)=C1O,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N(C[C@](CCC)(C)C=1O)C1CCC1)C,training
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(S(=O)(=O)N2C[C@H](O)CC2)c1Cc1ccccc1C(F)(F)F,training
Clc1c(NC(=O)N(C)c2ncnc(Nc3ccc(N4CCN(CC4)CC)cc3)c2)c(Cl)c(OC)cc1OC,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)N1CCOCC1)C,training
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,training
o1nc(nc1C)-c1ccc(OCC2CN(C2)c2nnc(cc2)C)cc1,training
O=C(NCCC(c1ccccc1)c1ccccc1)Cc1cccnc1,training
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,training
S(=O)(=O)(CCCn1c2c(nc1CN1c3c(N(C4CC4)C1=O)ccnc3)cccc2)CC,training
Clc1cc2nccc(NCCNCCC[C@@H](C)[C@H]3CC[C@H]4[C@H]5[C@H](C[C@H](OC(=O)C)[C@]34C)[C@@]3([C@@H](C[C@H](N(C)C)CC3)C[C@H]5OC(=O)C)C)c2cc1,training
Clc1ccc(cc1)[C@@H](N1S(=O)(=O)C(n2c(C1)cnc2)COC(C)C)C,training
Clc1cnc(N2CCN(CC2)Cc2cn(nc2)CCCO)cc1C(=O)Nc1cc-2c(CCc3c-2n(nc3C(=O)N)-c2ccc(F)cc2)cc1,training
Clc1cc(NS(=O)(=O)c2cc3CCC(=O)Nc3cc2N[C@H](CO)C)ccc1C,training
O(c1ccc(NC(=O)N2CCN(CC2)c2ncnc3c2cc(OCCOC)c(OCCOC)c3)cc1)c1ccccc1,training
S1(=O)(=O)CCN(CC1)Cc1nc(ccc1F)-c1ccc(cc1)CN1CC(=O)N(CC(C)C)C1=O,training
Clc1cnc(nc1OC)Nc1ccc(cc1OC)C(=O)N1CCOCC1,training
Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C,training
O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)c1ccc(cc1)-c1ccccc1,training
CCNC1=NC(SC)=NC(NC(C)C)=N1,training
s1cccc1C1=NN(CC2CCC2)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(OCC(=O)N)cc2,training
Fc1ccccc1C1=NCC(=O)N(c2c1cc([N+](=O)[O-])cc2)C,training
FC(F)(F)C(C)c1ccc(cc1)-c1ncc(cc1)C#N,training
O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CC[C@H]2NC(=O)c1ccc(cc1)C(C)(C)C)CC1CC1,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N([C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C=1O)CCC(C)(C)C)C,training
Fc1cc(N2CCC(N3CCN(CC3)c3cc(OC)cc4c3nccc4)CC2)c2ncccc2c1,training
Clc1cccc([C@@H]2[C@@]3(c4c(NC3=O)cc(Cl)cc4)[C@@H](N[C@H]2C(=O)N[C@@H]2C[C@H](O)CC2)CC(C)(C)C)c1F,training
Clc1cc(Cl)ccc1S(=O)(=O)Nc1cc(ccc1Oc1ccc(cc1OC)CC(O)=O)C(=O)NCCCC,training
Ic1cc(F)c(NC2=C(C)C(=O)N3C(CCC3)=C2C(=O)NOCCO)cc1,training
